Crop	Village	vF	vQ	pollen_capacity	Importance
Cucurbita_maxima	LORP	0.0696055684454756	0.75	31.1666666666667	1.62703016241299
Cucurbita_maxima	LUMA	0.0488215488215488	0.591836734693878	89.0632911392405	2.57342911592459
Cucurbita_maxima	PATM	0.0196078431372549	0.428571428571429	55.2424242424242	0.464222052457347
Cucurbita_maxima	PERE	0.022964509394572	0.323529411764706	48.6301369863014	0.361307047485108
Cucurbita_maxima	RINI	0.0623229461756374	0.458333333333333	88.3461538461538	2.52357993753178
Cucurbita_maxima	TIRK	0.1256038647343	0.52	86.7833333333333	5.66816747181965
Cucurbita_maxima	URTH	0.004	0.4	73.2727272727273	0.117236363636364
Lycopersicon_esculentum	LORP	0.00696055684454756	0.333333333333333	31.1666666666667	0.0723124516627997
Lycopersicon_esculentum	RINI	0	0	88.3461538461538	0
Colocasia_esculenta	RINI	0	0	88.3461538461538	0
Fagopyrum_esculentum	CHAU	0	0	70.0555555555556	0
Fagopyrum_esculentum	GADI	0	0	148.327586206897	0
Solanum_tuberosum	CHAU	0	0	70.0555555555556	0
Solanum_tuberosum	CHUM	0.0072992700729927	0.105263157894737	106.891304347826	0.0821293156725517
Solanum_tuberosum	GADI	0.0121951219512195	0.25	148.327586206897	0.452218250630782
Solanum_tuberosum	LORP	0.0185614849187935	0.266666666666667	31.1666666666667	0.154266563547306
Solanum_tuberosum	LUMA	0.00168350168350168	0.125	89.0632911392405	0.018742275071389
Solanum_tuberosum	PATM	0	0	55.2424242424242	0
Solanum_tuberosum	PERE	0.00208768267223382	0.25	48.6301369863014	0.0253810735836646
Solanum_tuberosum	RINI	0.0084985835694051	0.0357142857142857	88.3461538461538	0.0268148989820378
Solanum_tuberosum	TIRK	0	0	86.7833333333333	0
Juglans_regia	CHAU	0.004	0.5	70.0555555555556	0.140111111111111
Juglans_regia	CHUM	0	0	106.891304347826	0
Juglans_regia	GADI	0.00813008130081301	1	148.327586206897	1.20591533501542
Juglans_regia	LUMA	0	0	89.0632911392405	0
Juglans_regia	PERE	0.0125260960334029	0.75	48.6301369863014	0.456859324505963
Juglans_regia	URTH	0.002	1	73.2727272727273	0.146545454545455
